id,sentiment,true_label
14076,0,1
17488,1,1
25846,1,1
975,1,0
2611,1,1
7988,1,1
22470,0,0
23290,0,0
7672,1,1
26329,0,0
17604,0,0
23315,0,0
20122,1,0
23488,1,1
22502,1,1
24773,1,1
10791,0,1
20056,1,1
27606,0,0
8159,0,0
19845,1,1
7774,0,0
16544,1,1
2286,0,0
5847,1,1
27823,1,1
13029,1,1
25461,1,1
1013,0,0
26787,1,1
153,1,1
22040,1,1
13860,0,0
27826,1,1
27278,0,0
8735,1,1
16355,1,1
10059,0,0
28826,1,1
7877,1,1
10904,1,1
29437,0,0
22936,0,0
27175,1,1
18732,1,1
26347,1,1
23500,0,0
17163,0,0
10323,0,0
9030,1,0
5257,0,0
1093,1,1
24580,0,0
10760,0,0
24772,1,0
1856,0,0
10105,1,1
21125,1,1
15492,0,0
17605,0,0
2655,1,1
11595,0,0
1899,1,1
29457,1,1
18595,1,1
7655,1,1
17271,0,0
9886,1,1
7068,0,0
16985,0,0
5410,0,0
27118,1,1
29580,1,1
28167,1,1
12933,1,1
20380,1,1
16003,0,1
4114,0,1
20578,1,1
27374,0,0
24667,0,1
17543,1,1
16202,1,1
18079,1,0
102,0,0
13149,0,1
18815,0,0
18981,1,1
27617,1,1
15321,0,0
17246,0,0
8443,0,0
28686,0,0
8681,1,1
12400,1,1
29880,1,1
23392,1,0
2303,0,0
12047,1,1
24500,0,0
27433,1,1
24637,1,1
26152,0,0
26625,0,0
4977,0,0
23659,1,1
22364,1,1
2925,0,0
68,0,0
10289,1,1
944,0,0
27358,1,1
23934,0,0
8252,0,0
10322,0,0
715,1,1
366,1,1
14601,0,0
21530,0,0
27508,0,1
915,1,1
11810,0,0
2705,0,0
3747,0,1
10067,0,0
24194,0,0
6479,0,0
7728,1,1
3373,0,0
13340,0,0
16695,1,1
19386,1,1
9846,1,1
2202,0,0
24816,0,0
24958,1,1
22291,1,1
25236,1,1
28863,1,1
25603,0,1
15410,0,0
876,1,1
6034,1,1
29222,0,0
5378,0,0
26868,1,1
6636,0,0
18961,0,0
21206,0,1
25491,0,0
176,0,1
12559,1,1
1291,0,0
21613,1,1
29695,0,0
22715,1,1
27331,1,1
8070,0,0
14855,0,0
11227,1,1
23207,0,0
29906,1,1
28281,0,0
23703,1,1
18693,1,1
1085,0,0
23050,1,1
16124,1,0
7544,0,0
10390,1,1
10133,1,1
18304,1,1
10371,0,0
18398,1,1
930,0,1
28161,0,0
16190,1,1
20402,1,1
3869,0,0
19492,1,1
29671,1,0
18377,1,1
14042,0,0
22025,0,0
11200,0,0
2461,0,0
817,1,1
28371,1,1
29177,1,1
17269,0,0
17146,1,1
21710,1,1
23712,0,0
10147,1,1
12636,0,0
15441,0,0
18984,0,0
23081,0,0
1206,1,1
16248,0,0
9657,1,1
27753,1,1
5357,1,1
18305,0,0
1847,1,1
11329,0,0
392,1,1
18228,0,0
1072,0,0
427,0,1
4278,1,1
3718,1,1
4396,0,0
13997,0,0
29128,1,1
24659,1,1
13146,0,0
18554,1,1
5875,1,1
27947,0,0
17478,1,1
27464,1,1
9158,1,1
15188,1,1
7155,0,0
29356,1,1
26898,1,1
28569,0,1
3169,0,0
961,1,1
13511,0,0
143,0,0
11495,0,0
27849,0,0
6176,1,1
18778,1,1
29923,1,1
27981,0,0
17325,0,0
13980,1,1
12645,1,1
14113,0,0
7006,0,0
13120,0,0
2762,0,0
28796,1,1
17479,0,0
23150,1,1
6818,0,0
13116,0,0
14646,0,0
27350,1,1
10180,1,1
16258,1,1
22392,1,1
9224,1,1
11824,1,1
9182,1,1
5784,0,0
1983,1,1
27723,1,1
22680,0,0
945,0,0
12188,0,0
25579,1,1
15915,1,1
24248,1,1
7106,0,1
2613,1,1
16649,0,0
720,0,0
24484,1,1
24205,0,0
24017,1,1
28409,0,0
11667,0,0
9334,0,0
4082,1,1
7682,0,1
7967,0,0
11234,0,0
11876,1,1
712,1,0
3641,1,1
1689,1,1
20783,1,1
10570,0,0
1454,0,0
2052,1,1
7500,0,0
28617,1,1
4543,0,1
24025,0,1
9849,0,1
7678,0,0
23765,0,0
1421,1,1
23880,1,1
2254,0,0
9336,1,0
6405,0,1
313,0,0
6542,1,1
24377,1,0
23267,0,0
5745,0,0
18475,0,0
13995,0,0
11915,1,1
28445,0,0
2870,0,0
18733,0,1
25949,1,1
8191,1,1
7050,1,1
4214,0,0
2212,0,0
25121,0,0
27236,1,1
8203,1,1
16171,1,1
21284,0,0
14289,1,0
8907,1,1
21511,1,1
20202,1,1
22455,1,1
11032,1,1
3175,1,1
25800,1,1
18480,0,0
20795,1,1
15413,0,0
228,0,0
4057,0,0
15203,1,1
5800,1,1
10058,0,0
4426,0,0
19580,0,0
11790,1,1
1929,0,0
8256,1,1
4264,1,1
16699,1,1
24978,1,1
6168,1,1
26095,0,0
14725,0,0
16362,0,0
16038,0,0
26750,1,1
1855,1,0
11887,1,1
27881,1,1
5741,1,1
17634,0,0
11240,1,1
2973,1,1
29535,1,1
20697,0,1
15004,0,0
9946,0,0
11026,1,1
24828,1,1
15962,1,1
12345,1,1
15534,0,0
1901,1,1
26167,0,0
6534,1,1
12606,1,1
18611,1,1
5598,1,1
14846,1,1
22362,0,1
20305,0,0
9052,0,0
14683,1,1
25061,1,1
6562,0,0
29024,1,1
28768,0,0
13397,0,0
3862,0,1
458,0,0
1045,1,1
8250,0,0
1812,1,1
22411,0,0
8053,1,0
25487,1,1
17644,1,1
18106,1,1
29256,0,0
13235,0,0
16694,0,0
3359,0,0
6293,0,1
5685,0,0
16211,1,1
8804,0,0
15378,0,0
6055,0,0
5975,0,0
15892,0,0
6615,0,0
6865,1,1
25422,1,1
10317,0,0
13180,0,0
5507,1,1
9261,1,1
4552,1,1
24735,0,0
27287,0,0
11803,1,1
29682,0,0
29135,1,1
23082,1,1
29060,0,0
6627,1,1
23169,0,0
8097,1,1
4772,1,1
19553,0,0
17566,1,1
15653,0,1
5237,0,0
11113,1,1
29223,0,0
10937,1,1
19324,0,0
27417,0,0
16841,1,1
14722,0,0
22803,1,1
1759,1,1
4624,0,0
4967,1,1
8618,1,1
11389,1,1
11585,1,0
18852,1,1
19606,1,1
1428,0,0
9234,0,0
8732,0,1
9146,0,1
1926,1,1
12072,1,1
12572,1,1
23074,1,1
20982,1,1
3848,0,0
26881,0,0
11498,1,1
26981,0,0
13788,1,1
179,1,1
10397,0,0
10097,1,1
14638,1,1
25224,0,0
4279,0,0
20593,1,1
19549,1,1
20444,1,1
5206,1,1
16561,1,1
2969,1,1
2826,0,0
23158,1,1
21008,0,0
27441,0,0
18434,0,0
28877,0,0
22161,0,0
2146,0,0
16763,1,1
17688,1,1
6269,0,0
19184,1,1
7404,1,1
21000,0,0
21929,1,1
17389,1,1
29959,1,1
117,0,0
507,1,1
10779,0,0
11906,1,1
23240,1,1
3903,0,0
21961,1,1
28463,1,1
17622,1,1
22431,1,1
28930,1,0
23453,1,1
11646,0,0
21892,0,0
28661,1,1
22424,1,1
22492,0,0
18025,1,1
13115,0,0
6226,1,1
17158,0,1
8148,1,1
5106,0,0
4117,0,0
27480,0,0
14156,0,1
20068,1,0
16594,0,0
19825,0,0
5659,0,1
26941,0,0
2842,1,1
17737,1,1
13508,1,1
24310,0,0
18029,1,1
4717,1,1
9375,1,1
28912,0,0
25369,0,1
23676,1,1
20709,1,1
11550,1,1
4670,1,1
29423,0,0
12315,0,0
3720,0,1
17031,1,1
5434,0,0
7285,0,0
14766,0,1
24814,1,1
28137,0,0
19164,1,1
12134,1,1
671,1,1
15016,1,1
4386,1,1
8109,1,1
19894,1,1
1819,1,1
20567,1,1
651,0,0
8808,1,1
21355,1,1
26357,0,0
29344,1,1
16321,0,0
9906,0,0
25027,1,1
24757,1,1
26900,1,1
8774,0,0
11931,1,1
23690,1,1
1981,0,1
27523,1,1
24480,1,0
19504,1,1
2283,1,1
24429,1,1
19821,1,1
11207,0,0
4362,0,0
2298,0,0
29383,1,1
22030,0,0
27636,0,0
20256,0,0
10412,1,1
6352,0,0
4738,1,1
28725,1,1
28369,0,0
19361,1,1
1432,0,0
278,1,1
23942,1,1
22434,1,1
2653,0,1
4455,1,1
16795,0,0
17693,1,1
13422,0,1
29459,1,1
12016,0,0
18698,0,0
13404,1,1
13008,1,1
29862,1,1
1317,1,1
13477,1,1
21952,1,1
2707,0,0
7293,0,0
9385,0,1
17394,1,1
28780,1,1
9835,1,1
29499,1,1
16651,1,1
17344,1,1
10865,1,1
26598,0,0
27312,0,0
21482,1,1
29451,0,0
9289,0,0
3089,0,1
22853,1,1
22034,1,1
8467,1,1
13437,1,1
2871,0,0
15254,1,1
25859,0,0
11488,1,1
26509,0,0
27397,1,1
12678,1,1
11741,1,1
9279,0,0
9281,1,1
8010,1,1
10987,0,0
9588,0,0
16380,0,0
12533,0,0
23597,1,1
26270,1,1
18655,0,0
24398,1,1
1792,1,1
25708,0,0
13714,1,1
27724,1,1
17754,1,1
29395,1,1
12748,1,1
4161,1,1
4784,0,1
7970,1,1
24723,0,0
17008,1,1
6285,1,1
25798,1,1
17450,1,1
11669,0,0
15791,0,0
11861,1,1
12714,1,1
29802,1,1
3304,1,1
24857,1,1
24346,0,1
6456,1,1
11163,1,1
13684,0,0
13962,0,0
23044,1,1
26848,0,0
12222,0,0
6871,0,0
27808,0,0
15108,0,0
27883,1,1
3600,0,0
25248,1,1
59,0,0
11108,1,1
10879,1,1
293,0,0
23620,0,0
20831,0,0
10460,0,0
27066,1,1
8887,0,0
23225,0,0
29224,0,0
5217,0,0
13676,0,0
13906,1,1
26968,0,0
29528,0,0
19952,0,0
6600,0,1
13165,1,1
25205,1,1
21935,1,1
12429,0,0
835,1,1
17710,1,1
7773,1,1
14589,0,0
22568,0,0
22870,0,1
12817,1,1
10630,1,1
18998,1,1
5022,1,1
27956,1,1
17766,1,1
6782,0,0
7863,0,0
6667,1,1
14992,1,1
11132,1,1
27399,0,0
8575,1,1
7852,1,1
28380,1,1
2787,1,1
13949,1,1
16418,0,0
11564,0,0
8195,0,0
26707,1,1
17451,1,1
27470,0,0
25550,0,0
4712,1,1
28332,0,1
20107,0,0
15147,0,0
6569,1,1
20217,1,1
19345,1,1
8438,1,1
17239,1,1
25912,0,0
29044,1,1
22247,0,0
28292,1,1
19432,1,0
25675,1,1
8950,0,1
29493,0,0
2880,0,0
28628,0,0
29045,1,1
18072,1,1
15035,1,1
12794,1,0
8513,1,1
17443,1,1
19229,1,1
5553,1,1
317,0,0
622,0,0
10774,1,1
19657,1,1
10926,0,0
24616,1,0
21775,1,1
23018,0,1
1708,1,1
15968,1,1
26226,1,1
7167,1,1
22135,1,1
12140,0,1
14621,0,0
25285,1,1
14538,1,1
22667,0,0
11616,0,0
11504,0,1
20373,0,0
28422,1,1
27277,0,0
5293,0,0
18800,0,0
25485,1,1
8049,1,1
3756,1,1
25683,1,1
12764,0,1
6296,1,1
10519,1,1
17793,0,0
7966,0,0
10272,1,1
17288,1,1
26876,0,0
12064,1,1
20935,1,1
6344,1,1
26265,1,1
28455,0,0
22202,1,1
54,0,0
11130,1,0
18157,1,1
24969,0,0
2158,1,1
22908,0,0
17951,1,1
26855,0,0
8348,1,1
27806,1,1
23270,1,1
5113,1,1
10574,0,1
3877,1,1
5985,1,1
18153,0,0
23742,1,1
7318,0,0
7749,1,1
14963,1,1
7236,0,0
23163,1,1
8444,1,1
16296,0,0
2082,1,1
778,1,1
20390,1,1
27728,0,0
15562,0,0
25768,1,1
20582,1,1
571,1,1
5251,0,0
29764,0,0
19990,1,1
21662,0,0
9251,1,1
8281,1,1
26550,1,1
3242,1,1
21316,0,0
9218,1,1
18447,1,0
1447,0,1
22545,1,1
11055,0,0
22180,0,0
23433,0,0
20006,1,1
16800,0,1
19445,1,1
15909,0,0
22091,0,0
14322,0,1
12723,1,1
9606,0,0
26757,1,1
18695,1,1
23780,1,1
1917,1,1
10025,0,0
27611,0,0
12298,1,1
14567,0,0
18442,1,1
6955,1,1
17006,1,1
15850,0,0
14737,0,0
13813,1,1
12808,1,1
2963,1,1
17500,0,0
19069,0,0
4072,1,1
16938,1,1
15982,0,0
28832,0,0
4686,1,0
11921,1,1
14056,0,0
25192,1,1
3226,1,1
29121,1,1
7362,1,1
7621,0,0
17552,1,1
22084,0,0
2970,0,0
1055,1,1
3338,0,0
10727,0,0
3217,0,0
27754,1,1
26975,0,0
967,0,0
27903,1,1
24338,1,1
6177,0,0
16840,0,0
3754,1,1
29525,1,1
1203,0,0
17136,0,0
22734,0,0
3196,1,1
27864,1,1
24566,0,0
7379,1,1
24959,1,1
29845,1,1
15162,1,1
133,0,0
5121,0,0
6017,1,1
26800,1,1
11998,0,1
13312,1,1
20901,1,1
23593,0,0
5132,0,0
5766,0,0
7421,0,0
8276,1,1
28345,0,1
13355,0,0
26504,0,0
11885,0,0
10086,0,0
11511,1,1
17973,1,1
20974,1,1
11775,1,1
29214,1,1
28470,1,1
6869,1,1
20815,1,1
15860,1,1
14487,1,1
29501,0,0
11170,1,1
27670,0,0
29235,1,1
3637,1,1
8137,0,0
6622,1,1
21548,1,1
16807,1,1
14010,0,1
19330,1,1
11945,1,1
11375,1,1
23256,1,1
2001,0,1
8082,0,1
13177,1,1
19654,0,1
289,1,1
20754,1,1
25200,1,1
15803,1,0
15610,1,1
7854,1,1
1859,0,0
13830,1,1
8327,1,1
26276,1,1
22494,0,0
16574,0,0
14988,1,1
2059,1,1
252,0,0
14429,1,1
11833,1,1
28819,1,1
14736,0,0
27346,0,0
24538,0,1
28207,1,0
4995,0,0
20064,1,1
20076,1,1
2003,0,0
1582,0,1
10238,0,0
21109,1,1
14001,0,0
3673,0,0
18751,0,0
24220,1,1
16976,0,1
9266,0,0
28853,0,0
27909,1,1
17928,1,1
11296,1,1
15222,0,0
7064,1,1
1974,0,0
25163,1,1
26994,0,1
11156,1,1
5402,1,1
10855,1,1
21556,0,0
16206,0,0
1009,0,0
22305,1,1
22831,1,1
12446,0,0
13187,1,1
21853,0,0
6987,0,0
12010,0,1
19052,0,0
16376,0,0
8239,0,0
10960,1,1
6098,0,0
16875,0,0
21567,1,0
13435,1,1
7367,1,1
13110,0,0
17393,0,0
19914,1,1
28556,1,1
17948,1,1
23316,1,1
14807,0,0
29065,0,0
27252,1,0
25631,0,0
17748,0,0
9090,1,1
28932,0,1
14968,1,1
13496,0,0
26916,1,1
3873,0,0
10155,1,0
4735,0,0
10015,1,1
19059,0,0
5696,0,0
7931,1,1
4004,0,0
2996,1,1
22768,1,1
25815,0,0
26551,0,0
19035,0,0
19639,1,1
20272,1,1
29270,0,0
163,1,1
4566,1,1
19310,0,0
15221,1,1
1883,1,1
5667,0,0
15582,1,1
9568,0,0
14133,0,0
14172,0,0
16846,1,1
20633,0,0
19849,0,0
9063,1,1
14496,1,1
10432,1,1
13398,1,1
27897,0,0
23000,1,1
556,0,0
2831,1,1
11401,0,1
8000,1,1
15808,0,1
13502,1,0
20888,1,1
8163,1,1
11228,1,1
8922,1,1
9546,0,0
27630,0,0
16686,0,1
3908,1,1
18417,1,0
19237,1,1
13856,0,0
28283,0,0
12900,1,1
20344,1,1
3402,1,1
26893,0,0
14829,1,1
8480,1,1
24941,1,1
2825,1,1
18443,0,0
8471,0,0
28539,1,1
7229,1,1
17050,0,0
17243,1,1
13049,1,1
8716,1,1
20029,0,0
17927,1,1
15102,1,1
13518,0,0
15742,1,1
1962,0,0
12018,0,0
12236,0,0
12785,0,0
8691,0,0
3429,0,0
25154,0,0
5832,1,1
14495,0,1
25993,1,1
9819,1,1
16669,0,0
22748,1,1
12640,1,1
26617,0,0
5488,1,1
18478,0,0
17154,1,1
12482,1,1
24229,1,1
8984,0,0
28758,1,1
13786,1,1
25861,0,0
16816,1,1
757,0,0
7668,0,0
9628,1,1
20397,1,1
18240,0,0
4036,0,0
26205,1,1
18711,0,1
14067,1,1
21098,0,0
9585,0,0
8838,0,0
22165,0,0
4059,1,1
711,1,1
13017,0,0
15517,0,0
8776,1,1
9598,0,0
11443,0,0
12122,1,1
26942,1,1
25842,1,1
16323,0,1
26907,0,0
29734,1,1
24392,1,1
28182,0,0
21778,1,1
27513,1,1
20963,0,0
8668,1,1
5809,0,0
15109,1,1
28493,1,1
8546,1,1
9976,1,1
17602,1,1
14825,0,0
23557,1,1
7697,0,0
3228,0,0
7958,1,1
24769,1,1
6691,1,1
186,0,0
5117,1,1
16577,0,1
22633,0,0
18849,1,1
1196,0,0
12639,0,0
25171,0,0
13590,1,0
23128,1,1
28163,0,0
2455,0,0
19038,0,0
12950,1,1
17323,0,0
105,1,1
26455,0,0
4901,0,0
21927,0,0
21363,1,1
20510,0,0
1187,1,1
1077,1,1
9848,0,0
12024,1,1
7397,1,1
29265,0,0
26905,0,0
20541,1,1
17359,0,0
24619,0,0
238,0,0
5686,0,0
6881,1,1
1571,0,0
26201,0,0
13602,1,1
8378,0,0
24611,1,1
22599,1,1
8717,1,1
19509,0,1
26012,1,1
20799,0,0
20428,1,1
10726,1,1
26090,0,1
8155,0,0
21782,0,0
1873,0,0
27939,1,1
13370,0,0
19472,0,0
3193,1,1
29310,0,0
27842,0,0
10084,1,1
13653,1,0
23057,0,0
420,1,1
24143,0,0
20602,1,1
6340,0,1
2285,0,0
28076,0,0
7647,0,0
18448,0,0
25077,0,0
14590,0,1
26304,1,1
10427,0,0
29140,1,1
23651,1,1
27001,0,0
22488,0,0
12294,0,1
783,0,1
16867,0,0
9129,1,1
1650,1,1
12925,0,1
1167,0,0
17562,1,1
8869,1,1
1166,1,0
8573,0,0
24644,1,1
877,1,1
16051,0,0
29020,1,0
26547,0,1
22319,0,0
2165,1,1
7599,1,1
22064,0,0
10204,1,1
26488,0,0
22123,1,1
24203,0,0
25513,0,1
5771,1,1
10029,0,0
12180,0,0
18343,1,1
20206,1,1
20621,1,1
10106,1,1
196,1,1
29778,1,1
29462,0,0
4402,1,1
2444,0,0
20527,0,0
8746,0,0
17072,1,1
3077,0,0
10921,1,0
5556,0,1
18586,1,1
15153,0,0
2484,1,1
10478,0,0
19406,1,1
7384,1,1
24754,1,1
27326,1,1
28450,0,0
10692,0,0
21405,1,1
1179,1,1
19754,0,0
22286,0,0
21624,0,1
1713,1,1
14525,1,1
11601,1,1
4659,1,1
11547,1,1
15212,0,0
7049,0,0
12358,1,1
3064,0,0
5075,0,0
26058,0,0
2799,1,1
4715,0,0
18226,1,1
19062,1,1
29289,0,0
17198,1,1
25403,1,0
13042,0,0
4050,1,1
24692,1,1
9393,0,0
5342,0,0
14783,0,1
19965,1,1
24981,0,0
21532,1,1
23499,0,0
9745,1,0
12801,0,0
3794,1,1
29426,0,0
24156,0,1
18650,0,0
5997,1,1
6406,1,0
10795,1,1
26610,0,0
11745,0,0
21527,0,0
2226,0,0
21155,1,1
19206,1,1
22963,1,1
3791,1,0
25310,0,0
21906,0,0
10193,0,0
6930,1,1
14468,0,0
8342,0,0
12530,0,1
18391,1,1
25908,0,0
24991,0,0
16762,1,1
43,1,1
25215,1,1
11195,0,0
16412,0,0
8563,0,0
12687,1,1
15724,1,1
4131,0,0
10476,0,0
5634,0,0
22430,1,1
27363,0,0
20118,1,1
13403,0,0
18789,0,0
10643,0,0
26381,0,0
8288,1,1
19731,0,0
27657,0,0
634,1,1
12859,1,1
29672,1,1
7797,1,1
2004,1,1
26792,0,0
11385,1,1
2856,1,0
20142,1,1
12978,1,1
20008,0,0
454,0,0
5836,0,0
25130,1,1
27970,1,1
14218,1,1
11572,1,1
24104,1,1
25745,0,0
28612,0,0
14480,0,0
16066,1,1
12939,1,1
13215,0,0
29285,0,1
9534,0,0
6388,1,1
5214,1,0
9643,0,0
1461,1,1
23591,0,0
464,0,0
5058,1,1
6189,1,1
20400,0,0
20342,0,0
18717,0,0
9495,0,0
13784,0,0
5845,0,0
11086,1,1
22975,0,0
7761,1,1
26468,0,0
24645,0,1
183,0,0
21327,0,0
20966,1,1
20661,0,0
7535,1,1
19655,0,0
3632,0,0
21052,0,0
24974,1,1
27030,0,0
13345,1,1
1767,1,1
22009,1,1
9274,1,1
15046,1,1
19683,1,1
18333,0,0
8954,0,0
7679,0,1
13374,1,1
8503,1,1
10072,0,1
16818,1,0
28232,0,0
286,0,0
14404,1,1
7675,1,0
23223,1,1
10631,0,0
13233,1,1
15448,0,0
12372,1,1
13287,1,1
5605,1,1
23821,0,0
2840,1,1
21936,1,1
2428,0,0
13679,0,0
10838,0,0
15715,0,0
20618,1,1
18046,0,0
14729,0,1
22211,1,1
22624,1,1
11323,0,0
18424,0,0
5122,0,0
742,1,1
27308,0,1
18472,1,1
3846,0,0
5203,0,0
10090,1,0
4541,1,1
21711,1,1
18446,1,1
5515,0,0
5722,1,1
6972,1,1
7490,0,0
13380,1,0
27456,1,1
8865,0,0
13253,0,0
6923,1,1
24653,1,1
22284,1,0
11982,1,1
20245,1,1
27021,1,1
21030,0,0
29942,1,1
28342,0,0
4849,0,0
23523,0,0
8885,0,0
29784,0,0
18200,0,0
5708,1,1
16467,1,1
6171,0,0
12088,1,1
25281,0,0
24347,1,1
11336,0,0
25973,1,1
29811,1,1
7880,1,0
18845,0,0
12388,0,0
22997,0,0
26827,1,1
2358,1,1
11951,0,0
29012,1,0
16490,0,0
1801,1,1
19743,1,1
20448,0,0
26348,0,1
25509,0,0
26862,0,0
25663,1,1
17444,0,1
8797,1,1
19258,1,1
5775,0,0
8864,1,1
12626,0,0
27348,1,1
10740,1,1
4227,0,1
2088,0,0
14461,1,1
2654,1,1
7896,0,0
7830,1,1
11178,0,0
10060,0,0
8857,1,1
21669,0,0
26326,1,1
18378,0,0
15000,0,0
6471,0,0
18125,1,1
19195,0,0
23004,0,0
28591,0,0
11030,0,0
24507,1,1
28507,0,0
9759,1,1
6081,0,0
15226,0,0
10832,1,1
11707,1,1
9627,1,1
21170,0,0
16965,0,0
20506,1,1
23007,1,1
3152,1,1
7386,1,1
3325,0,0
23093,1,1
20337,0,0
6280,1,1
24126,0,0
665,1,1
25785,1,1
28047,0,0
9097,1,1
3800,0,0
13175,0,0
29823,0,0
26947,1,1
18810,1,1
13982,1,1
8058,1,1
10443,1,1
21884,0,0
16495,0,0
6134,0,0
22059,1,1
23970,0,0
632,0,0
20958,0,0
27317,1,1
10642,0,0
17454,1,1
14269,1,1
8387,0,0
16410,0,0
16285,0,0
20418,1,1
3069,1,1
14665,0,0
17770,1,1
16968,0,1
21908,0,0
29910,1,1
14328,1,1
20950,1,1
869,0,0
18022,0,0
20038,1,1
11622,0,0
2483,1,1
13099,0,0
15668,1,1
18838,1,1
7361,1,1
21619,0,0
16915,0,0
2099,0,0
9862,1,1
9960,1,1
22477,0,0
7642,0,0
24961,0,0
9434,1,1
5129,0,0
5988,1,1
501,0,0
15464,0,0
26609,1,1
21253,0,0
747,1,1
14700,1,1
20915,1,1
27922,1,1
1157,1,1
19439,0,0
24686,1,1
1649,1,1
22131,1,1
5608,1,1
10674,0,0
27505,0,1
6308,0,0
4755,0,0
4270,0,0
28044,0,0
5277,1,1
709,1,1
2458,1,1
19368,0,0
1768,0,0
21016,1,1
29932,1,1
