id,sentiment,true_label
1428,0,0
9234,0,0
8732,0,1
9146,0,1
1926,0,1
12072,0,1
12572,0,1
23074,0,1
20982,0,1
3848,0,0
26881,0,0
11498,0,1
26981,0,0
13788,0,1
179,0,1
10397,0,0
10097,0,1
14638,0,1
25224,0,0
4279,0,0
20593,0,1
19549,0,1
20444,0,1
5206,0,1
16561,0,1
2969,0,1
2826,0,0
23158,0,1
21008,0,0
27441,0,0
18434,0,0
28877,0,0
22161,0,0
2146,0,0
16763,0,1
17688,0,1
6269,0,0
19184,0,1
7404,0,1
21000,0,0
21929,0,1
17389,0,1
29959,0,1
117,0,0
507,0,1
10779,0,0
11906,0,1
23240,0,1
3903,0,0
21961,0,1
28463,0,1
17622,0,1
22431,0,1
28930,0,0
23453,0,1
11646,0,0
21892,0,0
28661,0,1
22424,0,1
22492,0,0
18025,0,1
13115,0,0
6226,0,1
17158,0,1
8148,0,1
5106,0,0
4117,0,0
27480,0,0
14156,0,1
20068,0,0
16594,0,0
19825,0,0
5659,0,1
26941,0,0
2842,0,1
17737,0,1
13508,0,1
24310,0,0
18029,0,1
4717,0,1
9375,0,1
28912,0,0
25369,0,1
23676,0,1
20709,0,1
11550,0,1
4670,0,1
29423,0,0
12315,0,0
3720,0,1
17031,0,1
5434,0,0
7285,0,0
14766,0,1
24814,0,1
28137,0,0
19164,0,1
12134,0,1
671,0,1
15016,0,1
4386,0,1
8109,0,1
19894,0,1
1819,0,1
20567,0,1
651,0,0
8808,0,1
21355,0,1
26357,0,0
29344,0,1
16321,0,0
9906,0,0
25027,0,1
24757,0,1
26900,0,1
8774,0,0
11931,0,1
23690,0,1
1981,0,1
27523,0,1
24480,0,0
19504,0,1
2283,0,1
24429,0,1
19821,0,1
11207,0,0
4362,0,0
2298,0,0
29383,0,1
22030,0,0
27636,0,0
20256,0,0
10412,0,1
6352,0,0
4738,0,1
28725,0,1
28369,0,0
19361,0,1
1432,0,0
278,0,1
23942,0,1
22434,0,1
2653,0,1
4455,0,1
16795,0,0
17693,0,1
13422,0,1
29459,0,1
12016,0,0
18698,0,0
13404,0,1
13008,0,1
29862,0,1
1317,0,1
13477,0,1
21952,0,1
2707,0,0
7293,0,0
9385,0,1
17394,0,1
28780,0,1
9835,0,1
29499,0,1
16651,0,1
17344,0,1
10865,0,1
26598,0,0
27312,0,0
21482,0,1
29451,0,0
9289,0,0
3089,0,1
22853,0,1
22034,0,1
8467,0,1
13437,0,1
2871,0,0
15254,0,1
25859,0,0
11488,0,1
26509,0,0
27397,0,1
12678,0,1
11741,0,1
9279,0,0
9281,0,1
8010,0,1
10987,0,0
9588,0,0
16380,0,0
12533,0,0
23597,0,1
26270,0,1
18655,0,0
24398,0,1
1792,0,1
25708,0,0
13714,0,1
27724,0,1
17754,0,1
29395,0,1
12748,0,1
4161,0,1
4784,0,1
7970,0,1
24723,0,0
17008,0,1
6285,0,1
25798,0,1
17450,0,1
11669,0,0
15791,0,0
11861,0,1
12714,0,1
29802,0,1
3304,0,1
24857,0,1
24346,0,1
6456,0,1
11163,0,1
13684,0,0
13962,0,0
23044,0,1
26848,0,0
12222,0,0
6871,0,0
27808,0,0
15108,0,0
27883,0,1
3600,0,0
25248,0,1
59,0,0
11108,0,1
10879,0,1
293,0,0
23620,0,0
20831,0,0
10460,0,0
27066,0,1
8887,0,0
23225,0,0
29224,0,0
5217,0,0
13676,0,0
13906,0,1
26968,0,0
29528,0,0
19952,0,0
6600,0,1
13165,0,1
25205,0,1
21935,0,1
12429,0,0
835,0,1
17710,0,1
7773,0,1
14589,0,0
22568,0,0
22870,0,1
12817,0,1
10630,0,1
18998,0,1
5022,0,1
27956,0,1
17766,0,1
6782,0,0
7863,0,0
6667,0,1
14992,0,1
11132,0,1
27399,0,0
8575,0,1
7852,0,1
28380,0,1
2787,0,1
13949,0,1
16418,0,0
11564,0,0
8195,0,0
26707,0,1
17451,0,1
27470,0,0
25550,0,0
4712,0,1
28332,0,1
20107,0,0
15147,0,0
6569,0,1
20217,0,1
19345,0,1
8438,0,1
17239,0,1
25912,0,0
29044,0,1
22247,0,0
28292,0,1
19432,0,0
25675,0,1
8950,0,1
29493,0,0
2880,0,0
28628,0,0
29045,0,1
18072,0,1
15035,0,1
12794,0,0
8513,0,1
17443,0,1
19229,0,1
5553,0,1
317,0,0
622,0,0
10774,0,1
19657,0,1
10926,0,0
24616,0,0
21775,0,1
23018,0,1
1708,0,1
15968,0,1
26226,0,1
7167,0,1
22135,0,1
12140,0,1
14621,0,0
25285,0,1
14538,0,1
22667,0,0
11616,0,0
11504,0,1
20373,0,0
28422,0,1
27277,0,0
5293,0,0
18800,0,0
25485,0,1
8049,0,1
3756,0,1
25683,0,1
12764,0,1
6296,0,1
10519,0,1
17793,0,0
7966,0,0
10272,0,1
17288,0,1
26876,0,0
12064,0,1
20935,0,1
6344,0,1
26265,0,1
28455,0,0
22202,0,1
54,0,0
11130,0,0
18157,0,1
24969,0,0
2158,0,1
22908,0,0
17951,0,1
26855,0,0
8348,0,1
27806,0,1
23270,0,1
5113,0,1
10574,0,1
3877,0,1
5985,0,1
18153,0,0
23742,0,1
7318,0,0
7749,0,1
14963,0,1
7236,0,0
23163,0,1
8444,0,1
16296,0,0
2082,0,1
778,0,1
20390,0,1
27728,0,0
15562,0,0
25768,0,1
20582,0,1
571,0,1
5251,0,0
29764,0,0
19990,0,1
21662,0,0
9251,0,1
8281,0,1
26550,0,1
3242,0,1
21316,0,0
9218,0,1
18447,0,0
1447,0,1
22545,0,1
11055,0,0
22180,0,0
23433,0,0
20006,0,1
16800,0,1
19445,0,1
15909,0,0
22091,0,0
14322,0,1
12723,0,1
9606,0,0
26757,0,1
18695,0,1
23780,0,1
1917,0,1
10025,0,0
27611,0,0
12298,0,1
14567,0,0
18442,0,1
6955,0,1
17006,0,1
15850,0,0
14737,0,0
13813,0,1
12808,0,1
2963,0,1
17500,0,0
19069,0,0
4072,0,1
16938,0,1
15982,0,0
28832,0,0
4686,0,0
11921,0,1
14056,0,0
25192,0,1
3226,0,1
29121,0,1
7362,0,1
7621,0,0
17552,0,1
22084,0,0
2970,0,0
1055,0,1
3338,0,0
10727,0,0
3217,0,0
27754,0,1
26975,0,0
967,0,0
27903,0,1
24338,0,1
6177,0,0
16840,0,0
3754,0,1
29525,0,1
1203,0,0
17136,0,0
22734,0,0
3196,0,1
27864,0,1
24566,0,0
7379,0,1
24959,0,1
29845,0,1
15162,0,1
133,0,0
5121,0,0
6017,0,1
26800,0,1
11998,0,1
13312,0,1
20901,0,1
23593,0,0
5132,0,0
5766,0,0
7421,0,0
8276,0,1
28345,0,1
13355,0,0
26504,0,0
11885,0,0
10086,0,0
11511,0,1
17973,0,1
20974,0,1
11775,0,1
29214,0,1
28470,0,1
6869,0,1
20815,0,1
15860,0,1
14487,0,1
29501,0,0
11170,0,1
27670,0,0
29235,0,1
3637,0,1
8137,0,0
6622,0,1
21548,0,1
16807,0,1
14010,0,1
19330,0,1
11945,0,1
11375,0,1
23256,0,1
2001,0,1
8082,0,1
13177,0,1
19654,0,1
289,0,1
20754,0,1
25200,0,1
15803,0,0
15610,0,1
7854,0,1
1859,0,0
13830,0,1
8327,0,1
26276,0,1
22494,0,0
16574,0,0
14988,0,1
2059,0,1
252,0,0
14429,0,1
11833,0,1
28819,0,1
14736,0,0
27346,0,0
24538,0,1
28207,0,0
4995,0,0
20064,0,1
20076,0,1
2003,0,0
1582,0,1
10238,0,0
21109,0,1
14001,0,0
3673,0,0
18751,0,0
24220,0,1
16976,0,1
9266,0,0
28853,0,0
27909,0,1
17928,0,1
11296,0,1
15222,0,0
7064,0,1
1974,0,0
25163,0,1
26994,0,1
11156,0,1
5402,0,1
10855,0,1
21556,0,0
16206,0,0
1009,0,0
22305,0,1
22831,0,1
12446,0,0
13187,0,1
21853,0,0
6987,0,0
12010,0,1
19052,0,0
16376,0,0
8239,0,0
10960,0,1
6098,0,0
16875,0,0
21567,0,0
13435,0,1
7367,0,1
13110,0,0
17393,0,0
19914,0,1
28556,0,1
17948,0,1
23316,0,1
14807,0,0
29065,0,0
27252,0,0
25631,0,0
17748,0,0
9090,0,1
28932,0,1
14968,0,1
13496,0,0
26916,0,1
3873,0,0
10155,0,0
4735,0,0
10015,0,1
19059,0,0
5696,0,0
7931,0,1
4004,0,0
2996,0,1
22768,0,1
25815,0,0
26551,0,0
19035,0,0
19639,0,1
20272,0,1
29270,0,0
163,0,1
4566,0,1
19310,0,0
15221,0,1
1883,0,1
5667,0,0
15582,0,1
9568,0,0
14133,0,0
14172,0,0
16846,0,1
20633,0,0
19849,0,0
9063,0,1
14496,0,1
10432,0,1
13398,0,1
27897,0,0
23000,0,1
556,0,0
2831,0,1
11401,0,1
8000,0,1
15808,0,1
13502,0,0
20888,0,1
8163,0,1
11228,0,1
8922,0,1
9546,0,0
27630,0,0
16686,0,1
3908,0,1
18417,0,0
19237,0,1
13856,0,0
28283,0,0
12900,0,1
20344,0,1
3402,0,1
26893,0,0
14829,0,1
8480,0,1
24941,0,1
2825,0,1
18443,0,0
8471,0,0
28539,0,1
7229,0,1
17050,0,0
17243,0,1
13049,0,1
8716,0,1
20029,0,0
17927,0,1
15102,0,1
13518,0,0
15742,0,1
1962,0,0
12018,0,0
12236,0,0
12785,0,0
8691,0,0
3429,0,0
25154,0,0
5832,0,1
14495,0,1
25993,0,1
9819,0,1
16669,0,0
22748,0,1
12640,0,1
26617,0,0
5488,0,1
18478,0,0
17154,0,1
12482,0,1
24229,0,1
8984,0,0
28758,0,1
13786,0,1
25861,0,0
16816,0,1
757,0,0
7668,0,0
9628,0,1
20397,0,1
18240,0,0
4036,0,0
26205,0,1
18711,0,1
14067,0,1
21098,0,0
9585,0,0
8838,0,0
22165,0,0
4059,0,1
711,0,1
13017,0,0
15517,0,0
8776,0,1
9598,0,0
11443,0,0
12122,0,1
26942,0,1
25842,0,1
16323,0,1
26907,0,0
29734,0,1
24392,0,1
28182,0,0
21778,0,1
27513,0,1
20963,0,0
8668,0,1
5809,0,0
15109,0,1
28493,0,1
8546,0,1
9976,0,1
17602,0,1
14825,0,0
23557,0,1
7697,0,0
3228,0,0
7958,0,1
24769,0,1
6691,0,1
186,0,0
5117,0,1
16577,0,1
22633,0,0
18849,0,1
1196,0,0
12639,0,0
25171,0,0
13590,0,0
23128,0,1
28163,0,0
2455,0,0
19038,0,0
12950,0,1
17323,0,0
105,0,1
26455,0,0
4901,0,0
21927,0,0
21363,0,1
20510,0,0
1187,0,1
1077,0,1
9848,0,0
12024,0,1
7397,0,1
29265,0,0
26905,0,0
20541,0,1
17359,0,0
24619,0,0
238,0,0
5686,0,0
6881,0,1
1571,0,0
26201,0,0
13602,0,1
8378,0,0
24611,0,1
22599,0,1
8717,0,1
19509,0,1
26012,0,1
20799,0,0
20428,0,1
10726,0,1
26090,0,1
8155,0,0
21782,0,0
1873,0,0
27939,0,1
13370,0,0
19472,0,0
3193,0,1
29310,0,0
27842,0,0
10084,0,1
13653,0,0
23057,0,0
420,0,1
24143,0,0
20602,0,1
6340,0,1
2285,0,0
28076,0,0
7647,0,0
18448,0,0
25077,0,0
14590,0,1
26304,0,1
10427,0,0
29140,0,1
23651,0,1
27001,0,0
22488,0,0
12294,0,1
783,0,1
16867,0,0
9129,0,1
1650,0,1
12925,0,1
1167,0,0
17562,0,1
8869,0,1
1166,0,0
8573,0,0
24644,0,1
877,0,1
16051,0,0
29020,0,0
26547,0,1
22319,0,0
2165,0,1
7599,0,1
22064,0,0
10204,0,1
26488,0,0
22123,0,1
24203,0,0
25513,0,1
5771,0,1
10029,0,0
12180,0,0
18343,0,1
20206,0,1
20621,0,1
10106,0,1
196,0,1
29778,0,1
29462,0,0
4402,0,1
2444,0,0
20527,0,0
8746,0,0
17072,0,1
3077,0,0
10921,0,0
5556,0,1
18586,0,1
15153,0,0
2484,0,1
10478,0,0
19406,0,1
7384,0,1
24754,0,1
27326,0,1
28450,0,0
10692,0,0
21405,0,1
1179,0,1
19754,0,0
22286,0,0
21624,0,1
1713,0,1
14525,0,1
11601,0,1
4659,0,1
11547,0,1
15212,0,0
7049,0,0
12358,0,1
3064,0,0
5075,0,0
26058,0,0
2799,0,1
4715,0,0
18226,0,1
19062,0,1
29289,0,0
17198,0,1
25403,0,0
13042,0,0
4050,0,1
24692,0,1
9393,0,0
5342,0,0
14783,0,1
19965,0,1
24981,0,0
21532,0,1
23499,0,0
9745,0,0
12801,0,0
3794,0,1
29426,0,0
24156,0,1
18650,0,0
5997,0,1
6406,0,0
10795,0,1
26610,0,0
11745,0,0
21527,0,0
2226,0,0
21155,0,1
19206,0,1
22963,0,1
3791,0,0
25310,0,0
21906,0,0
10193,0,0
6930,0,1
14468,0,0
8342,0,0
12530,0,1
18391,0,1
25908,0,0
24991,0,0
16762,0,1
43,0,1
25215,0,1
11195,0,0
16412,0,0
8563,0,0
12687,0,1
15724,0,1
4131,0,0
10476,0,0
5634,0,0
22430,0,1
27363,0,0
20118,0,1
13403,0,0
18789,0,0
10643,0,0
26381,0,0
8288,0,1
19731,0,0
27657,0,0
634,0,1
12859,0,1
29672,0,1
7797,0,1
2004,0,1
26792,0,0
11385,0,1
2856,0,0
20142,0,1
12978,0,1
20008,0,0
454,0,0
5836,0,0
25130,0,1
27970,0,1
14218,0,1
11572,0,1
24104,0,1
25745,0,0
28612,0,0
14480,0,0
16066,0,1
12939,0,1
13215,0,0
29285,0,1
9534,0,0
6388,0,1
5214,0,0
9643,0,0
1461,0,1
23591,0,0
464,0,0
5058,0,1
6189,0,1
20400,0,0
20342,0,0
18717,0,0
9495,0,0
13784,0,0
5845,0,0
11086,0,1
22975,0,0
7761,0,1
26468,0,0
24645,0,1
183,0,0
21327,0,0
20966,0,1
20661,0,0
7535,0,1
19655,0,0
3632,0,0
21052,0,0
24974,0,1
27030,0,0
13345,0,1
1767,0,1
22009,0,1
9274,0,1
15046,0,1
19683,0,1
18333,0,0
8954,0,0
7679,0,1
13374,0,1
8503,0,1
10072,0,1
16818,0,0
28232,0,0
286,0,0
14404,0,1
7675,0,0
23223,0,1
10631,0,0
13233,0,1
15448,0,0
12372,0,1
13287,0,1
5605,0,1
23821,0,0
2840,0,1
21936,0,1
2428,0,0
13679,0,0
10838,0,0
15715,0,0
20618,0,1
18046,0,0
14729,0,1
22211,0,1
22624,0,1
11323,0,0
18424,0,0
5122,0,0
742,0,1
27308,0,1
18472,0,1
3846,0,0
5203,0,0
10090,0,0
4541,0,1
21711,0,1
18446,0,1
5515,0,0
5722,0,1
6972,0,1
7490,0,0
13380,0,0
27456,0,1
8865,0,0
13253,0,0
6923,0,1
24653,0,1
22284,0,0
11982,0,1
20245,0,1
27021,0,1
21030,0,0
29942,0,1
28342,0,0
4849,0,0
23523,0,0
8885,0,0
29784,0,0
18200,0,0
5708,0,1
16467,0,1
6171,0,0
12088,0,1
25281,0,0
24347,0,1
11336,0,0
25973,0,1
29811,0,1
7880,0,0
18845,0,0
12388,0,0
22997,0,0
26827,0,1
2358,0,1
11951,0,0
29012,0,0
16490,0,0
1801,0,1
19743,0,1
20448,0,0
26348,0,1
25509,0,0
26862,0,0
25663,0,1
17444,0,1
8797,0,1
19258,0,1
5775,0,0
8864,0,1
12626,0,0
27348,0,1
10740,0,1
4227,0,1
2088,0,0
14461,0,1
2654,0,1
7896,0,0
7830,0,1
11178,0,0
10060,0,0
8857,0,1
21669,0,0
26326,0,1
18378,0,0
15000,0,0
6471,0,0
18125,0,1
19195,0,0
23004,0,0
28591,0,0
11030,0,0
24507,0,1
28507,0,0
9759,0,1
6081,0,0
15226,0,0
10832,0,1
11707,0,1
9627,0,1
21170,0,0
16965,0,0
20506,0,1
23007,0,1
3152,0,1
7386,0,1
3325,0,0
23093,0,1
20337,0,0
6280,0,1
24126,0,0
665,0,1
25785,0,1
28047,0,0
9097,0,1
3800,0,0
13175,0,0
29823,0,0
26947,0,1
18810,0,1
13982,0,1
8058,0,1
10443,0,1
21884,0,0
16495,0,0
6134,0,0
22059,0,1
23970,0,0
632,0,0
20958,0,0
27317,0,1
10642,0,0
17454,0,1
14269,0,1
8387,0,0
16410,0,0
16285,0,0
20418,0,1
3069,0,1
14665,0,0
17770,0,1
16968,0,1
21908,0,0
29910,0,1
14328,0,1
20950,0,1
869,0,0
18022,0,0
20038,0,1
11622,0,0
2483,0,1
13099,0,0
15668,0,1
18838,0,1
7361,0,1
21619,0,0
16915,0,0
2099,0,0
9862,0,1
9960,0,1
22477,0,0
7642,0,0
24961,0,0
9434,0,1
5129,0,0
5988,0,1
501,0,0
15464,0,0
26609,0,1
21253,0,0
747,0,1
14700,0,1
20915,0,1
27922,0,1
1157,0,1
19439,0,0
24686,0,1
1649,0,1
22131,0,1
5608,0,1
10674,0,0
27505,0,1
6308,0,0
4755,0,0
4270,0,0
28044,0,0
5277,0,1
709,0,1
2458,0,1
19368,0,0
1768,0,0
21016,0,1
29932,0,1
