id,sentiment,response_err_cnt
"5740_10",-1,493
"7097_10",-1,493
"9573_10",-1,493
"5084_4",-1,493
"12332_7",-1,493
"8154_1",-1,493
"5610_1",-1,493
"5323_9",-1,493
"11034_8",-1,493
"3977_2",-1,493
"12380_7",-1,493
"1737_8",-1,493
"6030_9",-1,493
"5918_7",-1,493
"7061_9",-1,493
"266_8",-1,493
"1375_10",-1,493
"8648_3",-1,493
"10146_10",-1,493
"4578_10",-1,493
"4685_8",-1,493
"11843_9",-1,493
"5467_10",-1,493
"10140_10",-1,493
"7721_8",1,493
"11208_10",-1,493
"1063_10",-1,493
"8260_10",-1,493
"3182_9",-1,493
"2797_8",-1,493
"7613_2",-1,493
"11624_4",-1,493
"4847_10",-1,493
"10684_7",-1,493
"6312_1",-1,493
"4925_3",-1,493
"4125_1",-1,493
"2394_10",-1,493
"12105_10",-1,493
"7812_1",-1,493
"1061_8",-1,493
"9343_3",-1,493
"7696_10",-1,493
"9355_10",-1,493
"782_9",-1,493
"9882_10",-1,493
"10642_10",-1,493
"7410_2",-1,493
"9591_4",-1,493
"11902_3",-1,493
"3495_7",-1,493
"6733_1",-1,493
"4552_1",-1,493
"6722_1",-1,493
"188_10",-1,493
"5099_10",-1,493
"10313_1",-1,493
"6756_9",-1,493
"6622_2",0,493
"4807_10",-1,493
"7173_3",-1,493
"11321_8",-1,493
"7909_9",-1,493
"8012_7",-1,493
"8615_4",-1,493
"8117_10",-1,493
"1892_10",-1,493
"4617_1",-1,493
"1893_8",-1,493
"5435_1",-1,493
"162_3",-1,493
"6516_10",-1,493
"11588_7",-1,493
"2006_1",-1,493
"1594_4",-1,493
"1472_1",-1,493
"3647_1",-1,493
"174_7",-1,493
"5539_7",-1,493
"3384_10",-1,493
"3811_4",-1,493
"4079_8",0,493
"1179_7",-1,493
"3069_9",-1,493
"3769_8",-1,493
"9247_10",-1,493
"10434_1",-1,493
"1147_10",-1,493
"5344_7",-1,493
"8073_10",-1,493
"7833_3",-1,493
"8370_1",-1,493
"9007_8",-1,493
"6624_7",-1,493
"6683_3",-1,493
"12275_7",-1,493
"11927_8",-1,493
"1560_10",-1,493
"1325_9",-1,493
"3548_8",-1,493
"607_1",-1,493
"6702_7",-1,493
"5702_3",-1,493
"11345_8",-1,493
"3428_4",-1,493
"7209_9",-1,493
"8425_8",-1,493
"3087_1",-1,493
"1119_8",-1,493
"5715_3",-1,493
"8645_1",-1,493
"2149_3",-1,493
"10403_10",-1,493
"5628_1",-1,493
"5570_10",-1,493
"1613_3",-1,493
"1454_4",-1,493
"5094_3",-1,493
"7982_1",-1,493
"6894_2",-1,493
"6554_1",-1,493
"4721_3",-1,493
"6904_4",-1,493
"893_8",-1,493
"4605_4",0,493
"11516_7",-1,493
"11718_7",-1,493
"5956_1",-1,493
"7455_9",-1,493
"6396_4",-1,493
"1223_8",-1,493
"8556_1",-1,493
"6108_8",-1,493
"11690_1",-1,493
"3778_9",-1,493
"3627_4",-1,493
"8256_4",-1,493
"533_1",-1,493
"5235_4",-1,493
"621_2",-1,493
"5365_1",-1,493
"8180_3",-1,493
"7396_7",-1,493
"9776_10",-1,493
"8175_10",-1,493
"3128_1",-1,493
"4606_1",-1,493
"6158_2",-1,493
"3281_10",-1,493
"4723_4",-1,493
"11994_3",-1,493
"7701_1",-1,493
"103_3",-1,493
"8908_10",-1,493
"8876_1",-1,493
"7519_9",-1,493
"12456_8",-1,493
"9514_8",-1,493
"8680_8",-1,493
"12402_10",-1,493
"362_2",-1,493
"9825_7",-1,493
"2913_3",-1,493
"7164_8",-1,493
"11177_7",-1,493
"5707_10",-1,493
"8103_10",-1,493
"6289_1",-1,493
"11754_1",-1,493
"11640_10",-1,493
"9933_7",-1,493
"185_10",-1,493
"242_10",-1,493
"9369_8",-1,493
"7453_10",-1,493
"7514_7",-1,493
"10860_2",-1,493
"8663_8",-1,493
"9108_1",-1,493
"7941_1",-1,493
"10116_1",-1,493
"9841_4",-1,493
"4512_9",-1,493
"4853_2",-1,493
"2664_4",-1,493
"9966_10",-1,493
"5167_2",-1,493
"3894_2",-1,493
"3929_8",-1,493
"7165_10",-1,493
"5451_8",-1,493
"2947_4",-1,493
"4611_10",-1,493
"5807_1",-1,493
"9464_8",-1,493
"3124_10",-1,493
"2705_4",-1,493
"12187_8",-1,493
"12319_10",-1,493
"9874_3",-1,493
"3406_4",-1,493
"2327_10",-1,493
"605_10",-1,493
"8080_4",-1,493
"3074_10",-1,493
"2499_3",-1,493
"1013_1",-1,493
"11535_1",-1,493
"4118_7",-1,493
"10492_8",-1,493
"2129_4",-1,493
"9814_10",-1,493
"10671_9",-1,493
"5980_10",-1,493
"2755_2",-1,493
"5461_2",-1,493
"11979_1",-1,493
"8810_1",-1,493
"852_7",-1,493
"10961_4",-1,493
"7436_4",-1,493
"11281_3",-1,493
"4208_3",-1,493
"8213_10",-1,493
"9851_2",-1,493
"4713_7",-1,493
"9528_1",-1,493
"3595_10",-1,493
"5785_3",-1,493
"10370_3",-1,493
"1980_3",-1,493
"8800_4",-1,493
"4437_3",-1,493
"28_3",-1,493
"12171_1",-1,493
"9359_3",-1,493
"3831_9",-1,493
"10962_7",-1,493
"1500_9",-1,493
"11470_10",-1,493
"11843_3",-1,493
"11200_4",-1,493
"1067_1",-1,493
"3333_1",-1,493
"4487_4",-1,493
"6428_1",-1,493
"575_7",-1,493
"10904_9",-1,493
"11821_2",-1,493
"11605_1",-1,493
"1111_7",-1,493
"10295_1",-1,493
"1146_4",-1,493
"2405_9",-1,493
"11081_10",-1,493
"2201_10",-1,493
"4844_1",-1,493
"11007_8",-1,493
"6535_7",-1,493
"2653_4",-1,493
"8245_10",-1,493
"9951_8",-1,493
"6133_8",-1,493
"10006_2",-1,493
"7350_1",-1,493
"4509_9",-1,493
"948_1",-1,493
"3987_1",-1,493
"2947_10",-1,493
"6041_3",-1,493
"2946_1",-1,493
"11967_4",-1,493
"1185_10",-1,493
"10323_2",-1,493
"11706_2",-1,493
"3663_1",-1,493
"5602_10",-1,493
"4870_10",-1,493
"1994_1",-1,493
"10807_7",-1,493
"6871_3",-1,493
"1175_2",-1,493
"10919_7",-1,493
"8127_10",-1,493
"12497_4",-1,493
"3274_1",-1,493
"2568_3",-1,493
"840_2",-1,493
"5626_10",-1,493
"7561_10",-1,493
"4600_3",-1,493
"3324_9",-1,493
"8899_7",-1,493
"5592_8",-1,493
"12483_4",-1,493
"7874_1",-1,493
"5878_10",-1,493
"4303_9",-1,493
"9421_1",-1,493
"10269_4",-1,493
"10615_2",-1,493
"2634_10",-1,493
"7522_1",-1,493
"9289_10",-1,493
"4636_10",-1,493
"1241_7",-1,493
"9458_9",-1,493
"11690_10",-1,493
"7176_4",-1,493
"6212_10",-1,493
"6319_1",-1,493
"5229_3",-1,493
"466_9",-1,493
"8693_2",-1,493
"2952_10",-1,493
"1128_1",-1,493
"3975_10",-1,493
"11365_10",-1,493
"2074_9",-1,493
"9768_10",-1,493
"4895_1",-1,493
"5726_10",-1,493
"9993_10",-1,493
"11319_2",-1,493
"10561_2",-1,493
"5455_8",-1,493
"10684_3",-1,493
"3652_3",-1,493
"7825_1",-1,493
"8806_1",-1,493
"275_10",-1,493
"2246_1",-1,493
"11968_2",-1,493
"2528_1",-1,493
"8491_8",-1,493
"13_1",-1,493
"4530_8",-1,493
"5207_3",-1,493
"11648_10",-1,493
"8260_1",-1,493
"10730_10",-1,493
"10402_3",-1,493
"8077_1",-1,493
"8598_8",-1,493
"2809_3",-1,493
"12490_10",-1,493
"1447_9",-1,493
"1605_3",-1,493
"2311_4",-1,493
"3235_9",-1,493
"5725_10",-1,493
"9025_10",-1,493
"6049_9",-1,493
"4803_10",-1,493
"191_9",-1,493
"420_3",-1,493
"5238_2",-1,493
"1280_9",-1,493
"9408_4",-1,493
"819_1",-1,493
"1656_4",-1,493
"9964_3",-1,493
"10404_4",-1,493
"12369_10",-1,493
"6423_1",-1,493
"9942_8",0,493
"1519_1",-1,493
"100_10",-1,493
"3216_10",-1,493
"3909_10",-1,493
"5034_7",-1,493
"14_8",-1,493
"5891_3",-1,493
"8496_10",-1,493
"7429_1",-1,493
"9457_1",-1,493
"9602_8",-1,493
"4198_1",-1,493
"154_2",-1,493
"5070_2",-1,493
"4207_8",-1,493
"7758_8",-1,493
"4439_9",-1,493
