id,sentiment,response_err_cnt
"174_7",1,231
"5539_7",-1,231
"3384_10",1,231
"3811_4",1,231
"4079_8",-1,231
"1179_7",-1,231
"3069_9",-1,231
"3769_8",1,231
"9247_10",1,231
"10434_1",0,231
"1147_10",-1,231
"5344_7",-1,231
"8073_10",1,231
"7833_3",-1,231
"8370_1",-1,231
"9007_8",0,231
"6624_7",-1,231
"6683_3",-1,231
"12275_7",-1,231
"11927_8",-1,231
"1560_10",1,231
"1325_9",-1,231
"3548_8",-1,231
"607_1",0,231
"6702_7",-1,231
"5702_3",0,231
"11345_8",-1,231
"3428_4",1,231
"7209_9",-1,231
"8425_8",1,231
"3087_1",0,231
"1119_8",1,231
"5715_3",1,231
"8645_1",1,231
"2149_3",0,231
"10403_10",-1,231
"5628_1",-1,231
"5570_10",1,231
"1613_3",0,231
"1454_4",0,231
"5094_3",0,231
"7982_1",-1,231
"6894_2",-1,231
"6554_1",-1,231
"4721_3",-1,231
"6904_4",0,231
"893_8",1,231
"4605_4",-1,231
"11516_7",1,231
"11718_7",1,231
"5956_1",0,231
"7455_9",1,231
"6396_4",-1,231
"1223_8",1,231
"8556_1",0,231
"6108_8",-1,231
"11690_1",0,231
"3778_9",0,231
"3627_4",-1,231
"8256_4",-1,231
"533_1",-1,231
"5235_4",-1,231
"621_2",0,231
"5365_1",0,231
"8180_3",-1,231
"7396_7",-1,231
"9776_10",1,231
"8175_10",1,231
"3128_1",-1,231
"4606_1",-1,231
"6158_2",0,231
"3281_10",1,231
"4723_4",-1,231
"11994_3",1,231
"7701_1",0,231
"103_3",0,231
"8908_10",-1,231
"8876_1",0,231
"7519_9",0,231
"12456_8",-1,231
"9514_8",1,231
"8680_8",-1,231
"12402_10",-1,231
"362_2",-1,231
"9825_7",1,231
"2913_3",0,231
"7164_8",-1,231
"11177_7",1,231
"5707_10",-1,231
"8103_10",1,231
"6289_1",0,231
"11754_1",-1,231
"11640_10",-1,231
"9933_7",0,231
"185_10",-1,231
"242_10",1,231
"9369_8",1,231
"7453_10",1,231
"7514_7",1,231
"10860_2",-1,231
"8663_8",-1,231
"9108_1",0,231
"7941_1",-1,231
"10116_1",-1,231
"9841_4",0,231
"4512_9",1,231
"4853_2",1,231
"2664_4",1,231
"9966_10",1,231
"5167_2",-1,231
"3894_2",0,231
"3929_8",1,231
"7165_10",-1,231
"5451_8",1,231
"2947_4",-1,231
"4611_10",1,231
"5807_1",-1,231
"9464_8",1,231
"3124_10",1,231
"2705_4",-1,231
"12187_8",1,231
"12319_10",1,231
"9874_3",-1,231
"3406_4",1,231
"2327_10",1,231
"605_10",1,231
"8080_4",-1,231
"3074_10",-1,231
"2499_3",0,231
"1013_1",-1,231
"11535_1",-1,231
"4118_7",-1,231
"10492_8",-1,231
"2129_4",-1,231
"9814_10",1,231
"10671_9",1,231
"5980_10",1,231
"2755_2",0,231
"5461_2",0,231
"11979_1",-1,231
"8810_1",-1,231
"852_7",1,231
"10961_4",0,231
"7436_4",-1,231
"11281_3",0,231
"4208_3",-1,231
"8213_10",1,231
"9851_2",1,231
"4713_7",-1,231
"9528_1",1,231
"3595_10",1,231
"5785_3",0,231
"10370_3",0,231
"1980_3",-1,231
"8800_4",-1,231
"4437_3",0,231
"28_3",0,231
"12171_1",-1,231
"9359_3",0,231
"3831_9",1,231
"10962_7",-1,231
"1500_9",1,231
"11470_10",-1,231
"11843_3",-1,231
"11200_4",-1,231
"1067_1",0,231
"3333_1",-1,231
"4487_4",-1,231
"6428_1",0,231
"575_7",1,231
"10904_9",1,231
"11821_2",-1,231
"11605_1",-1,231
"1111_7",-1,231
"10295_1",-1,231
"1146_4",0,231
"2405_9",-1,231
"11081_10",1,231
"2201_10",-1,231
"4844_1",0,231
"11007_8",1,231
"6535_7",0,231
"2653_4",-1,231
"8245_10",1,231
"9951_8",-1,231
"6133_8",-1,231
"10006_2",0,231
"7350_1",-1,231
"4509_9",-1,231
"948_1",-1,231
"3987_1",-1,231
"2947_10",1,231
"6041_3",-1,231
"2946_1",-1,231
"11967_4",-1,231
"1185_10",1,231
"10323_2",-1,231
"11706_2",-1,231
"3663_1",-1,231
"5602_10",1,231
"4870_10",1,231
"1994_1",-1,231
"10807_7",-1,231
"6871_3",1,231
"1175_2",-1,231
"10919_7",-1,231
"8127_10",1,231
"12497_4",1,231
"3274_1",-1,231
"2568_3",0,231
"840_2",0,231
"5626_10",1,231
"7561_10",-1,231
"4600_3",-1,231
"3324_9",0,231
"8899_7",1,231
"5592_8",1,231
"12483_4",-1,231
"7874_1",-1,231
"5878_10",1,231
"4303_9",-1,231
"9421_1",0,231
"10269_4",-1,231
"10615_2",1,231
"2634_10",-1,231
"7522_1",-1,231
"9289_10",0,231
"4636_10",-1,231
"1241_7",-1,231
"9458_9",-1,231
"11690_10",1,231
"7176_4",1,231
"6212_10",-1,231
"6319_1",0,231
"5229_3",-1,231
"466_9",1,231
"8693_2",-1,231
"2952_10",1,231
"1128_1",0,231
"3975_10",1,231
"11365_10",-1,231
"2074_9",1,231
"9768_10",1,231
"4895_1",-1,231
"5726_10",-1,231
"9993_10",1,231
"11319_2",0,231
"10561_2",-1,231
"5455_8",-1,231
"10684_3",0,231
"3652_3",0,231
"7825_1",0,231
"8806_1",0,231
"275_10",-1,231
"2246_1",-1,231
"11968_2",-1,231
"2528_1",0,231
"8491_8",1,231
"13_1",-1,231
"4530_8",-1,231
"5207_3",-1,231
"11648_10",-1,231
"8260_1",-1,231
"10730_10",1,231
"10402_3",-1,231
"8077_1",0,231
"8598_8",-1,231
"2809_3",0,231
"12490_10",-1,231
"1447_9",-1,231
"1605_3",0,231
"2311_4",-1,231
"3235_9",-1,231
"5725_10",1,231
"9025_10",1,231
"6049_9",1,231
"4803_10",1,231
"191_9",1,231
"420_3",0,231
"5238_2",-1,231
"1280_9",1,231
"9408_4",-1,231
"819_1",-1,231
"1656_4",1,231
"9964_3",-1,231
"10404_4",-1,231
"12369_10",1,231
"6423_1",-1,231
"9942_8",-1,231
"1519_1",0,231
"100_10",1,231
"3216_10",1,231
"3909_10",1,231
"5034_7",1,231
"14_8",1,231
"5891_3",-1,231
"8496_10",1,231
"7429_1",0,231
"9457_1",-1,231
"9602_8",1,231
"4198_1",-1,231
"154_2",-1,231
"5070_2",-1,231
"4207_8",0,231
"7758_8",1,231
"4439_9",1,231
